bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname,class_name,width,height,aspect_ratio
19,184,886,722,95,01784.jpg,Dodge Durango SUV 2007,915.0,915.0,1.0
22,69,231,154,73,01785.jpg,Chevrolet Malibu Sedan 2007,259.0,194.0,1.3350515463917525
114,67,553,371,10,01786.jpg,Aston Martin Virage Convertible 2012,640.0,424.0,1.509433962264151
11,26,98,68,123,01787.jpg,Geo Metro Convertible 1993,107.0,80.0,1.3375
9,11,141,85,88,01788.jpg,Dodge Sprinter Cargo Van 2009,148.0,90.0,1.6444444444444444
15,83,561,422,87,01789.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,640.0,480.0,1.3333333333333333
45,81,578,397,113,01790.jpg,Ford F-150 Regular Cab 2012,640.0,426.0,1.5023474178403755
40,58,1916,1018,170,01791.jpg,Nissan Juke Hatchback 2012,1919.0,1080.0,1.776851851851852
44,20,1225,739,39,01792.jpg,Bentley Continental Supersports Conv. Convertible 2012,1345.0,762.0,1.7650918635170603
8,37,257,175,116,01793.jpg,Ford E-Series Wagon Van 2012,259.0,194.0,1.3350515463917525
115,157,619,361,178,01794.jpg,Scion xD Hatchback 2012,750.0,562.0,1.3345195729537367
28,47,1007,598,78,01795.jpg,Chrysler Town and Country Minivan 2012,1024.0,768.0,1.3333333333333333
127,49,552,331,78,01796.jpg,Chrysler Town and Country Minivan 2012,623.0,362.0,1.7209944751381216
25,19,612,302,154,01797.jpg,Land Rover Range Rover SUV 2012,640.0,320.0,2.0
42,158,496,355,171,01798.jpg,Nissan 240SX Coupe 1998,575.0,431.0,1.334106728538283
52,105,233,194,84,01799.jpg,Dodge Caliber Wagon 2007,293.0,220.0,1.3318181818181818
47,97,608,440,124,01800.jpg,HUMMER H3T Crew Cab 2010,640.0,480.0,1.3333333333333333
15,25,239,182,95,01801.jpg,Dodge Durango SUV 2007,260.0,194.0,1.3402061855670102
10,42,298,203,76,01802.jpg,Chrysler Aspen SUV 2009,300.0,225.0,1.3333333333333333
58,48,340,217,13,01803.jpg,Audi A5 Coupe 2012,400.0,300.0,1.3333333333333333
37,334,1486,1120,93,01804.jpg,Dodge Challenger SRT8 2011,1600.0,1200.0,1.3333333333333333
15,37,284,160,15,01805.jpg,Audi R8 Coupe 2012,300.0,170.0,1.7647058823529411
10,62,252,149,54,01806.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,259.0,194.0,1.3350515463917525
14,135,374,268,34,01807.jpg,BMW M3 Coupe 2012,386.0,282.0,1.3687943262411348
82,133,974,665,75,01808.jpg,Chevrolet Silverado 1500 Regular Cab 2012,1024.0,768.0,1.3333333333333333
39,155,555,343,177,01809.jpg,Rolls-Royce Phantom Sedan 2012,628.0,410.0,1.5317073170731708
21,243,617,422,21,01810.jpg,Audi S5 Convertible 2012,640.0,480.0,1.3333333333333333
118,140,364,303,52,01811.jpg,Cadillac SRX SUV 2012,600.0,399.0,1.5037593984962405
57,64,1005,608,59,01812.jpg,Chevrolet Camaro Convertible 2012,1024.0,768.0,1.3333333333333333
81,185,385,333,155,01813.jpg,Land Rover LR2 SUV 2012,500.0,360.0,1.3888888888888888
6,128,448,341,194,01814.jpg,Volvo 240 Sedan 1993,512.0,384.0,1.3333333333333333
14,23,250,163,54,01815.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,276.0,183.0,1.5081967213114753
111,92,645,435,78,01816.jpg,Chrysler Town and Country Minivan 2012,726.0,500.0,1.452
32,14,437,287,52,01817.jpg,Cadillac SRX SUV 2012,460.0,311.0,1.4790996784565917
25,62,555,330,46,01818.jpg,Bugatti Veyron 16.4 Coupe 2009,588.0,391.0,1.5038363171355498
22,52,257,176,8,01819.jpg,Aston Martin V8 Vantage Convertible 2012,260.0,194.0,1.3402061855670102
88,233,956,620,164,01820.jpg,Mercedes-Benz E-Class Sedan 2012,1024.0,773.0,1.3247089262613196
87,129,758,358,29,01821.jpg,BMW 3 Series Sedan 2012,900.0,540.0,1.6666666666666667
23,28,600,412,139,01822.jpg,Hyundai Elantra Touring Hatchback 2012,625.0,468.0,1.3354700854700854
82,109,450,300,81,01823.jpg,Chrysler PT Cruiser Convertible 2008,550.0,369.0,1.4905149051490514
55,31,341,238,186,01824.jpg,Toyota Sequoia SUV 2012,400.0,300.0,1.3333333333333333
79,49,555,421,35,01825.jpg,BMW M5 Sedan 2010,640.0,480.0,1.3333333333333333
31,10,621,400,85,01826.jpg,Dodge Caravan Minivan 1997,640.0,426.0,1.5023474178403755
188,282,1585,1157,63,01827.jpg,Chevrolet Sonic Sedan 2012,1920.0,1440.0,1.3333333333333333
70,105,443,285,49,01828.jpg,Buick Verano Sedan 2012,500.0,333.0,1.5015015015015014
36,103,589,325,139,01829.jpg,Hyundai Elantra Touring Hatchback 2012,615.0,346.0,1.777456647398844
78,106,709,502,132,01830.jpg,Hyundai Tucson SUV 2012,800.0,533.0,1.5009380863039399
43,69,608,452,116,01831.jpg,Ford E-Series Wagon Van 2012,646.0,485.0,1.3319587628865979
29,18,157,86,1,01832.jpg,AM General Hummer SUV 2000,160.0,100.0,1.6
21,97,622,387,11,01833.jpg,Aston Martin Virage Coupe 2012,640.0,480.0,1.3333333333333333
143,91,556,370,124,01834.jpg,HUMMER H3T Crew Cab 2010,588.0,441.0,1.3333333333333333
72,94,577,397,91,01835.jpg,Dodge Dakota Club Cab 2007,630.0,473.0,1.331923890063425
81,87,581,348,87,01836.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,640.0,480.0,1.3333333333333333
79,118,373,262,90,01837.jpg,Dodge Dakota Crew Cab 2010,480.0,360.0,1.3333333333333333
5,37,280,157,27,01838.jpg,BMW 1 Series Convertible 2012,285.0,190.0,1.5
124,43,955,406,26,01839.jpg,BMW ActiveHybrid 5 Sedan 2012,1100.0,566.0,1.9434628975265018
98,55,686,463,144,01840.jpg,Jaguar XK XKR 2012,804.0,546.0,1.4725274725274726
5,56,495,210,26,01841.jpg,BMW ActiveHybrid 5 Sedan 2012,502.0,270.0,1.8592592592592592
30,36,452,237,163,01842.jpg,Mercedes-Benz SL-Class Coupe 2009,480.0,280.0,1.7142857142857142
17,87,635,468,186,01843.jpg,Toyota Sequoia SUV 2012,640.0,480.0,1.3333333333333333
33,176,608,468,194,01844.jpg,Volvo 240 Sedan 1993,640.0,480.0,1.3333333333333333
65,65,268,180,162,01845.jpg,Mercedes-Benz C-Class Sedan 2012,300.0,225.0,1.3333333333333333
137,391,926,675,150,01846.jpg,Lamborghini Reventon Coupe 2008,1024.0,768.0,1.3333333333333333
160,208,1465,1018,55,01847.jpg,Chevrolet Corvette Convertible 2012,1600.0,1200.0,1.3333333333333333
23,104,447,306,23,01848.jpg,Audi S4 Sedan 2012,480.0,360.0,1.3333333333333333
12,115,640,470,121,01849.jpg,GMC Acadia SUV 2012,640.0,480.0,1.3333333333333333
309,190,970,506,140,01850.jpg,Hyundai Azera Sedan 2012,1024.0,645.0,1.5875968992248062
11,104,293,185,31,01851.jpg,BMW 6 Series Convertible 2007,300.0,195.0,1.5384615384615385
27,21,626,433,8,01852.jpg,Aston Martin V8 Vantage Convertible 2012,640.0,480.0,1.3333333333333333
270,320,999,763,194,01853.jpg,Volvo 240 Sedan 1993,1024.0,768.0,1.3333333333333333
82,53,323,173,35,01854.jpg,BMW M5 Sedan 2010,500.0,305.0,1.639344262295082
81,171,582,452,115,01855.jpg,Ford Focus Sedan 2007,640.0,480.0,1.3333333333333333
49,124,453,280,121,01856.jpg,GMC Acadia SUV 2012,500.0,333.0,1.5015015015015014
11,77,267,180,44,01857.jpg,Bentley Continental Flying Spur Sedan 2007,274.0,184.0,1.4891304347826086
8,61,1023,478,181,01858.jpg,Suzuki Aerio Sedan 2007,1024.0,681.0,1.5036710719530102
114,11,542,414,172,01859.jpg,Plymouth Neon Coupe 1999,640.0,480.0,1.3333333333333333
67,119,601,406,191,01860.jpg,Volkswagen Golf Hatchback 1991,640.0,480.0,1.3333333333333333
13,42,497,366,148,01861.jpg,Jeep Grand Cherokee SUV 2012,500.0,375.0,1.3333333333333333
20,103,602,354,102,01862.jpg,Ferrari California Convertible 2012,640.0,426.0,1.5023474178403755
11,60,263,183,127,01863.jpg,Honda Odyssey Minivan 2007,300.0,225.0,1.3333333333333333
64,202,898,574,6,01864.jpg,Acura Integra Type R 2001,1024.0,681.0,1.5036710719530102
19,83,631,404,191,01865.jpg,Volkswagen Golf Hatchback 1991,640.0,480.0,1.3333333333333333
364,343,720,543,99,01866.jpg,FIAT 500 Abarth 2012,800.0,600.0,1.3333333333333333
108,8,466,268,195,01867.jpg,Volvo XC90 SUV 2007,580.0,290.0,2.0
78,63,564,344,26,01868.jpg,BMW ActiveHybrid 5 Sedan 2012,608.0,380.0,1.6
21,34,251,171,122,01869.jpg,GMC Canyon Extended Cab 2012,259.0,194.0,1.3350515463917525
178,424,1828,1090,3,01870.jpg,Acura TL Sedan 2012,1920.0,1200.0,1.6
43,51,232,144,40,01871.jpg,Bentley Arnage Sedan 2009,275.0,183.0,1.5027322404371584
17,29,615,377,177,01872.jpg,Rolls-Royce Phantom Sedan 2012,640.0,480.0,1.3333333333333333
223,160,1420,907,107,01873.jpg,Ford Mustang Convertible 2007,1600.0,1200.0,1.3333333333333333
17,34,231,163,70,01874.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,260.0,194.0,1.3402061855670102
68,197,1238,721,167,01875.jpg,Mitsubishi Lancer Sedan 2012,1280.0,852.0,1.5023474178403755
11,101,618,419,49,01876.jpg,Buick Verano Sedan 2012,640.0,480.0,1.3333333333333333
43,101,961,612,15,01877.jpg,Audi R8 Coupe 2012,1024.0,768.0,1.3333333333333333
64,110,738,529,132,01878.jpg,Hyundai Tucson SUV 2012,800.0,533.0,1.5009380863039399
25,44,608,292,31,01879.jpg,BMW 6 Series Convertible 2007,640.0,393.0,1.6284987277353689
120,324,890,731,14,01880.jpg,Audi TTS Coupe 2012,1024.0,768.0,1.3333333333333333
47,34,429,258,67,01881.jpg,Chevrolet Malibu Hybrid Sedan 2010,480.0,294.0,1.6326530612244898
8,103,620,368,118,01882.jpg,GMC Terrain SUV 2012,625.0,468.0,1.3354700854700854
36,146,558,342,22,01883.jpg,Audi S5 Coupe 2012,640.0,480.0,1.3333333333333333
55,95,600,410,69,01884.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,640.0,480.0,1.3333333333333333
67,57,560,411,130,01885.jpg,Hyundai Veloster Hatchback 2012,640.0,480.0,1.3333333333333333
11,25,320,225,100,01886.jpg,FIAT 500 Convertible 2012,320.0,240.0,1.3333333333333333
97,326,1519,927,112,01887.jpg,Ford GT Coupe 2006,1600.0,1067.0,1.499531396438613
32,114,688,406,78,01888.jpg,Chrysler Town and Country Minivan 2012,700.0,438.0,1.5981735159817352
157,153,392,310,100,01889.jpg,FIAT 500 Convertible 2012,500.0,333.0,1.5015015015015014
210,382,1134,716,26,01890.jpg,BMW ActiveHybrid 5 Sedan 2012,1280.0,782.0,1.6368286445012787
56,95,627,368,2,01891.jpg,Acura RL Sedan 2012,640.0,480.0,1.3333333333333333
42,47,292,192,37,01892.jpg,BMW X3 SUV 2012,320.0,213.0,1.5023474178403755
84,86,571,348,119,01893.jpg,GMC Savana Van 2012,640.0,480.0,1.3333333333333333
51,84,616,398,137,01894.jpg,Hyundai Genesis Sedan 2012,650.0,421.0,1.5439429928741093
76,181,938,748,76,01895.jpg,Chrysler Aspen SUV 2009,1024.0,768.0,1.3333333333333333
107,7,679,258,155,01896.jpg,Land Rover LR2 SUV 2012,785.0,260.0,3.019230769230769
28,172,961,767,114,01897.jpg,Ford F-150 Regular Cab 2007,1024.0,768.0,1.3333333333333333
246,169,589,353,49,01898.jpg,Buick Verano Sedan 2012,640.0,425.0,1.5058823529411764
20,90,632,339,135,01899.jpg,Hyundai Elantra Sedan 2007,640.0,480.0,1.3333333333333333
11,15,277,157,115,01900.jpg,Ford Focus Sedan 2007,300.0,166.0,1.8072289156626506
56,92,446,327,7,01901.jpg,Acura ZDX Hatchback 2012,480.0,360.0,1.3333333333333333
1,77,449,233,122,01902.jpg,GMC Canyon Extended Cab 2012,480.0,360.0,1.3333333333333333
154,277,1453,979,85,01903.jpg,Dodge Caravan Minivan 1997,1600.0,1200.0,1.3333333333333333
11,20,193,140,76,01904.jpg,Chrysler Aspen SUV 2009,200.0,146.0,1.36986301369863
25,98,617,386,69,01905.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,640.0,480.0,1.3333333333333333
9,28,247,179,76,01906.jpg,Chrysler Aspen SUV 2009,259.0,194.0,1.3350515463917525
45,8,233,178,111,01907.jpg,Ford Ranger SuperCab 2011,275.0,183.0,1.5027322404371584
12,23,787,365,194,01908.jpg,Volvo 240 Sedan 1993,800.0,382.0,2.094240837696335
185,132,1015,677,38,01909.jpg,BMW Z4 Convertible 2012,1024.0,768.0,1.3333333333333333
83,68,551,237,168,01910.jpg,Nissan Leaf Hatchback 2012,650.0,240.0,2.7083333333333335
91,175,567,410,6,01911.jpg,Acura Integra Type R 2001,640.0,480.0,1.3333333333333333
45,50,262,165,119,01912.jpg,GMC Savana Van 2012,300.0,169.0,1.7751479289940828
74,84,963,567,188,01913.jpg,Toyota Corolla Sedan 2012,1024.0,768.0,1.3333333333333333
49,43,212,153,116,01914.jpg,Ford E-Series Wagon Van 2012,259.0,194.0,1.3350515463917525
51,117,441,288,136,01915.jpg,Hyundai Accent Sedan 2012,480.0,320.0,1.5
6,119,494,276,39,01916.jpg,Bentley Continental Supersports Conv. Convertible 2012,512.0,330.0,1.5515151515151515
38,22,790,450,132,01917.jpg,Hyundai Tucson SUV 2012,800.0,533.0,1.5009380863039399
8,3,135,86,1,01918.jpg,AM General Hummer SUV 2000,137.0,92.0,1.4891304347826086
26,133,618,347,36,01919.jpg,BMW M6 Convertible 2010,640.0,480.0,1.3333333333333333
118,8,790,598,116,01920.jpg,Ford E-Series Wagon Van 2012,900.0,598.0,1.5050167224080269
28,86,345,215,70,01921.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,380.0,235.0,1.6170212765957446
112,274,1534,886,182,01922.jpg,Suzuki Kizashi Sedan 2012,1600.0,1200.0,1.3333333333333333
64,246,955,590,112,01923.jpg,Ford GT Coupe 2006,1000.0,667.0,1.4992503748125936
331,486,1212,917,159,01924.jpg,Mazda Tribute SUV 2011,1600.0,1065.0,1.5023474178403755
29,86,614,456,78,01925.jpg,Chrysler Town and Country Minivan 2012,640.0,480.0,1.3333333333333333
10,53,631,294,103,01926.jpg,Ferrari 458 Italia Convertible 2012,640.0,312.0,2.051282051282051
29,108,606,416,109,01927.jpg,Ford Expedition EL SUV 2009,640.0,427.0,1.4988290398126465
1,49,234,141,92,01928.jpg,Dodge Magnum Wagon 2008,275.0,183.0,1.5027322404371584
15,166,488,383,43,01929.jpg,Bentley Continental GT Coupe 2007,600.0,399.0,1.5037593984962405
74,43,839,490,187,01930.jpg,Toyota Camry Sedan 2012,900.0,540.0,1.6666666666666667
94,235,571,486,136,01931.jpg,Hyundai Accent Sedan 2012,900.0,600.0,1.5
61,67,570,344,52,01932.jpg,Cadillac SRX SUV 2012,640.0,480.0,1.3333333333333333
96,144,652,394,47,01933.jpg,Buick Regal GS 2012,750.0,469.0,1.5991471215351811
83,322,1415,773,105,01934.jpg,Fisker Karma Sedan 2012,1500.0,938.0,1.5991471215351811
171,179,544,381,43,01935.jpg,Bentley Continental GT Coupe 2007,600.0,450.0,1.3333333333333333
78,99,736,438,146,01936.jpg,Jeep Wrangler SUV 2012,786.0,492.0,1.5975609756097562
212,192,578,332,103,01937.jpg,Ferrari 458 Italia Convertible 2012,592.0,373.0,1.5871313672922251
28,42,474,341,70,01938.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,500.0,375.0,1.3333333333333333
37,87,463,298,78,01939.jpg,Chrysler Town and Country Minivan 2012,500.0,333.0,1.5015015015015014
1,7,200,125,177,01940.jpg,Rolls-Royce Phantom Sedan 2012,200.0,125.0,1.6
135,753,2152,1461,74,01941.jpg,Chevrolet Silverado 1500 Extended Cab 2012,2304.0,1728.0,1.3333333333333333
13,49,393,275,127,01942.jpg,Honda Odyssey Minivan 2007,400.0,300.0,1.3333333333333333
32,322,809,652,84,01943.jpg,Dodge Caliber Wagon 2007,1024.0,768.0,1.3333333333333333
17,54,288,189,13,01944.jpg,Audi A5 Coupe 2012,300.0,225.0,1.3333333333333333
6,17,262,151,48,01945.jpg,Buick Rainier SUV 2007,264.0,153.0,1.7254901960784315
17,31,289,178,78,01946.jpg,Chrysler Town and Country Minivan 2012,300.0,225.0,1.3333333333333333
3,89,300,260,86,01947.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,300.0,300.0,1.0
55,110,454,280,25,01948.jpg,Audi TT RS Coupe 2012,500.0,333.0,1.5015015015015014
15,1,379,221,71,01949.jpg,Chevrolet Express Van 2007,380.0,228.0,1.6666666666666667
80,123,419,293,163,01950.jpg,Mercedes-Benz SL-Class Coupe 2009,445.0,335.0,1.328358208955224
55,49,669,294,110,01951.jpg,Ford Edge SUV 2012,687.0,519.0,1.323699421965318
11,31,490,266,1,01952.jpg,AM General Hummer SUV 2000,500.0,375.0,1.3333333333333333
61,368,1223,836,56,01953.jpg,Chevrolet Corvette ZR1 2012,1280.0,960.0,1.3333333333333333
17,121,550,344,19,01954.jpg,Audi TT Hatchback 2011,560.0,420.0,1.3333333333333333
334,551,1260,1014,140,01955.jpg,Hyundai Azera Sedan 2012,1600.0,1067.0,1.499531396438613
14,63,478,320,56,01956.jpg,Chevrolet Corvette ZR1 2012,500.0,336.0,1.4880952380952381
15,188,463,350,135,01957.jpg,Hyundai Elantra Sedan 2007,480.0,360.0,1.3333333333333333
5,21,273,126,85,01958.jpg,Dodge Caravan Minivan 1997,281.0,141.0,1.9929078014184398
71,137,910,601,66,01959.jpg,Chevrolet Cobalt SS 2010,1024.0,682.0,1.501466275659824
59,224,915,708,169,01960.jpg,Nissan NV Passenger Van 2012,1024.0,768.0,1.3333333333333333
21,114,500,452,67,01961.jpg,Chevrolet Malibu Hybrid Sedan 2010,640.0,480.0,1.3333333333333333
69,66,559,333,171,01962.jpg,Nissan 240SX Coupe 1998,640.0,480.0,1.3333333333333333
7,123,637,397,72,01963.jpg,Chevrolet Monte Carlo Coupe 2007,640.0,429.0,1.491841491841492
160,170,1007,683,92,01964.jpg,Dodge Magnum Wagon 2008,1024.0,768.0,1.3333333333333333
38,10,255,199,78,01965.jpg,Chrysler Town and Country Minivan 2012,300.0,225.0,1.3333333333333333
24,37,276,169,32,01966.jpg,BMW X5 SUV 2007,300.0,199.0,1.5075376884422111
2,1,259,194,70,01967.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,259.0,194.0,1.3350515463917525
41,97,608,392,47,01968.jpg,Buick Regal GS 2012,640.0,424.0,1.509433962264151
25,120,615,361,84,01969.jpg,Dodge Caliber Wagon 2007,640.0,480.0,1.3333333333333333
32,79,431,228,16,01970.jpg,Audi V8 Sedan 1994,450.0,300.0,1.5
92,459,1215,889,77,01971.jpg,Chrysler Sebring Convertible 2010,1280.0,960.0,1.3333333333333333
37,67,237,168,5,01972.jpg,Acura TSX Sedan 2012,256.0,192.0,1.3333333333333333
16,12,188,115,158,01973.jpg,Maybach Landaulet Convertible 2012,208.0,125.0,1.664
99,114,306,191,190,01974.jpg,Volkswagen Golf Hatchback 2012,308.0,221.0,1.3936651583710407
159,307,997,605,57,01975.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,1024.0,680.0,1.5058823529411764
38,154,474,301,161,01976.jpg,Mercedes-Benz 300-Class Convertible 1993,500.0,375.0,1.3333333333333333
53,45,530,370,87,01977.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,580.0,387.0,1.4987080103359174
13,23,244,160,51,01978.jpg,Cadillac CTS-V Sedan 2012,256.0,170.0,1.5058823529411764
131,264,470,434,107,01979.jpg,Ford Mustang Convertible 2007,640.0,480.0,1.3333333333333333
97,193,923,631,148,01980.jpg,Jeep Grand Cherokee SUV 2012,1024.0,768.0,1.3333333333333333
25,34,413,235,31,01981.jpg,BMW 6 Series Convertible 2007,429.0,262.0,1.6374045801526718
19,68,476,338,107,01982.jpg,Ford Mustang Convertible 2007,500.0,375.0,1.3333333333333333
102,163,723,454,53,01983.jpg,Cadillac Escalade EXT Crew Cab 2007,800.0,600.0,1.3333333333333333
12,189,741,415,57,01984.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,750.0,562.0,1.3345195729537367
35,162,624,456,184,01985.jpg,Suzuki SX4 Sedan 2012,640.0,480.0,1.3333333333333333
47,85,588,374,127,01986.jpg,Honda Odyssey Minivan 2007,640.0,427.0,1.4988290398126465
64,123,548,346,52,01987.jpg,Cadillac SRX SUV 2012,620.0,350.0,1.7714285714285714
32,52,593,324,105,01988.jpg,Fisker Karma Sedan 2012,640.0,335.0,1.9104477611940298
145,182,659,440,144,01989.jpg,Jaguar XK XKR 2012,786.0,492.0,1.5975609756097562
20,75,462,331,33,01990.jpg,BMW X6 SUV 2012,480.0,360.0,1.3333333333333333
63,28,632,351,33,01991.jpg,BMW X6 SUV 2012,710.0,355.0,2.0
31,1,640,220,194,01992.jpg,Volvo 240 Sedan 1993,640.0,220.0,2.909090909090909
31,110,405,263,34,01993.jpg,BMW M3 Coupe 2012,434.0,326.0,1.3312883435582823
28,36,250,143,38,01994.jpg,BMW Z4 Convertible 2012,288.0,175.0,1.6457142857142857
84,87,621,411,153,01995.jpg,Lamborghini Diablo Coupe 2001,640.0,480.0,1.3333333333333333
128,126,767,437,165,01996.jpg,Mercedes-Benz S-Class Sedan 2012,888.0,498.0,1.783132530120482
147,178,951,633,192,01997.jpg,Volkswagen Beetle Hatchback 2012,1024.0,768.0,1.3333333333333333
12,39,237,166,108,01998.jpg,Ford Freestar Minivan 2007,259.0,194.0,1.3350515463917525
68,120,433,330,124,01999.jpg,HUMMER H3T Crew Cab 2010,500.0,708.0,0.7062146892655368
38,75,380,193,40,02000.jpg,Bentley Arnage Sedan 2009,441.0,221.0,1.995475113122172
56,110,609,440,148,02001.jpg,Jeep Grand Cherokee SUV 2012,640.0,480.0,1.3333333333333333
8,1,272,134,52,02002.jpg,Cadillac SRX SUV 2012,280.0,140.0,2.0
10,340,1591,950,101,02003.jpg,Ferrari FF Coupe 2012,1600.0,1150.0,1.391304347826087
50,162,640,425,5,02004.jpg,Acura TSX Sedan 2012,700.0,438.0,1.5981735159817352
17,75,279,158,141,02005.jpg,Infiniti G Coupe IPL 2012,280.0,180.0,1.5555555555555556
57,43,194,127,34,02006.jpg,BMW M3 Coupe 2012,203.0,128.0,1.5859375
24,16,454,304,14,02007.jpg,Audi TTS Coupe 2012,480.0,360.0,1.3333333333333333
31,146,615,444,115,02008.jpg,Ford Focus Sedan 2007,640.0,480.0,1.3333333333333333
14,22,262,122,25,02009.jpg,Audi TT RS Coupe 2012,300.0,122.0,2.459016393442623
66,46,545,426,37,02010.jpg,BMW X3 SUV 2012,640.0,466.0,1.3733905579399142
318,76,1193,711,191,02011.jpg,Volkswagen Golf Hatchback 1991,1280.0,960.0,1.3333333333333333
128,71,417,292,90,02012.jpg,Dodge Dakota Crew Cab 2010,480.0,360.0,1.3333333333333333
73,56,591,395,168,02013.jpg,Nissan Leaf Hatchback 2012,640.0,480.0,1.3333333333333333
96,222,647,420,54,02014.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,700.0,525.0,1.3333333333333333
35,114,550,327,16,02015.jpg,Audi V8 Sedan 1994,600.0,435.0,1.3793103448275863
65,122,568,325,77,02016.jpg,Chrysler Sebring Convertible 2010,600.0,360.0,1.6666666666666667
33,200,1001,661,92,02017.jpg,Dodge Magnum Wagon 2008,1024.0,768.0,1.3333333333333333
210,82,944,734,32,02018.jpg,BMW X5 SUV 2007,1024.0,768.0,1.3333333333333333
54,69,546,379,52,02019.jpg,Cadillac SRX SUV 2012,600.0,400.0,1.5
103,335,1151,784,101,02020.jpg,Ferrari FF Coupe 2012,1280.0,929.0,1.3778256189451024
7,59,390,328,146,02021.jpg,Jeep Wrangler SUV 2012,447.0,337.0,1.3264094955489614
133,61,582,318,63,02022.jpg,Chevrolet Sonic Sedan 2012,740.0,365.0,2.0273972602739727
43,49,266,176,82,02023.jpg,Daewoo Nubira Wagon 2002,300.0,225.0,1.3333333333333333
20,110,415,294,148,02024.jpg,Jeep Grand Cherokee SUV 2012,424.0,360.0,1.1777777777777778
10,42,310,180,22,02025.jpg,Audi S5 Coupe 2012,320.0,200.0,1.6
154,74,593,444,124,02026.jpg,HUMMER H3T Crew Cab 2010,750.0,469.0,1.5991471215351811
69,123,1073,705,28,02027.jpg,BMW 1 Series Coupe 2012,1200.0,800.0,1.5
24,96,414,317,175,02028.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,450.0,337.0,1.3353115727002967
6,14,216,107,31,02029.jpg,BMW 6 Series Convertible 2007,220.0,112.0,1.9642857142857142
29,51,259,187,118,02030.jpg,GMC Terrain SUV 2012,300.0,199.0,1.5075376884422111
33,12,226,191,125,02031.jpg,HUMMER H2 SUT Crew Cab 2009,259.0,194.0,1.3350515463917525
12,99,380,216,16,02032.jpg,Audi V8 Sedan 1994,396.0,249.0,1.5903614457831325
19,34,241,158,34,02033.jpg,BMW M3 Coupe 2012,259.0,194.0,1.3350515463917525
10,27,310,134,70,02034.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,320.0,160.0,2.0
11,123,500,358,120,02035.jpg,GMC Yukon Hybrid SUV 2012,500.0,375.0,1.3333333333333333
47,89,639,395,119,02036.jpg,GMC Savana Van 2012,640.0,480.0,1.3333333333333333
115,164,1342,669,102,02037.jpg,Ferrari California Convertible 2012,1400.0,701.0,1.9971469329529243
70,3,617,337,96,02038.jpg,Dodge Charger Sedan 2012,716.0,339.0,2.112094395280236
22,159,977,588,194,02039.jpg,Volvo 240 Sedan 1993,1024.0,671.0,1.526080476900149
24,59,294,221,97,02040.jpg,Dodge Charger SRT-8 2009,300.0,225.0,1.3333333333333333
73,278,1010,659,21,02041.jpg,Audi S5 Convertible 2012,1024.0,684.0,1.4970760233918128
181,124,1780,1057,27,02042.jpg,BMW 1 Series Convertible 2012,1920.0,1200.0,1.6
132,89,940,686,146,02043.jpg,Jeep Wrangler SUV 2012,1024.0,768.0,1.3333333333333333
129,165,793,545,23,02044.jpg,Audi S4 Sedan 2012,900.0,601.0,1.497504159733777
135,86,463,300,177,02045.jpg,Rolls-Royce Phantom Sedan 2012,592.0,373.0,1.5871313672922251
24,123,618,354,32,02046.jpg,BMW X5 SUV 2007,640.0,480.0,1.3333333333333333
43,50,136,90,57,02047.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,200.0,150.0,1.3333333333333333
27,17,297,209,76,02048.jpg,Chrysler Aspen SUV 2009,300.0,225.0,1.3333333333333333
30,57,400,309,124,02049.jpg,HUMMER H3T Crew Cab 2010,434.0,326.0,1.3312883435582823
30,65,331,199,1,02050.jpg,AM General Hummer SUV 2000,360.0,235.0,1.5319148936170213
54,135,1461,822,194,02051.jpg,Volvo 240 Sedan 1993,1506.0,894.0,1.6845637583892616
26,98,372,219,47,02052.jpg,Buick Regal GS 2012,400.0,300.0,1.3333333333333333
22,12,245,178,111,02053.jpg,Ford Ranger SuperCab 2011,264.0,198.0,1.3333333333333333
183,4,1186,780,196,02054.jpg,smart fortwo Convertible 2012,1280.0,782.0,1.6368286445012787
22,160,580,385,11,02055.jpg,Aston Martin Virage Coupe 2012,600.0,600.0,1.0
32,11,456,307,24,02056.jpg,Audi S4 Sedan 2007,480.0,360.0,1.3333333333333333
36,161,611,355,102,02057.jpg,Ferrari California Convertible 2012,640.0,480.0,1.3333333333333333
